Game Code,Date,Visit Team Code,Home Team Code,Stadium Code,Site
4.14052E+14,11/21/2005,414,519,95,TEAM
7.09007E+14,11/22/2005,709,71,96,TEAM
7.7405E+14,11/23/2005,774,503,45,TEAM
3.31001E+14,11/24/2005,331,5,94,TEAM
5.45077E+14,11/24/2005,545,768,143,TEAM
2.90028E+13,11/25/2005,29,28,10,TEAM
3.10365E+13,11/25/2005,31,365,55,TEAM
4.63016E+14,11/25/2005,463,157,20,TEAM
7.0307E+14,11/25/2005,703,697,120,TEAM
7.96028E+14,11/25/2005,796,277,39,TEAM
9.01962E+12,11/26/2005,9,196,81,TEAM
3.00497E+13,11/26/2005,30,497,123,TEAM
6.60366E+13,11/26/2005,66,366,59,TEAM
9.60466E+13,11/26/2005,96,466,90,TEAM
1.40059E+14,11/26/2005,140,587,86,TEAM
2.29023E+14,11/26/2005,229,231,31,TEAM
2.34024E+14,11/26/2005,234,235,27,TEAM
2.57026E+14,11/26/2005,257,255,37,TEAM
2.95063E+14,11/26/2005,295,630,18,TEAM
3.11033E+14,11/26/2005,311,328,51,TEAM
3.8804E+14,11/26/2005,388,404,115,TEAM
3.92049E+14,11/26/2005,392,490,82,TEAM
4.19072E+14,11/26/2005,419,716,4,TEAM
4.33043E+14,11/26/2005,433,430,77,TEAM
4.57074E+14,11/26/2005,457,742,136,TEAM
5.13067E+14,11/26/2005,513,674,19,TEAM
5.21052E+14,11/26/2005,521,522,103,TEAM
5.74029E+14,11/26/2005,574,288,126,TEAM
6.51016E+14,11/26/2005,651,164,25,TEAM
6.7105E+14,11/26/2005,671,498,57,TEAM
6.88037E+14,11/26/2005,688,367,54,TEAM
6.94033E+14,11/26/2005,694,334,53,TEAM
7.04066E+14,11/26/2005,704,663,122,TEAM
7.18066E+14,11/26/2005,718,664,75,TEAM
7.31047E+14,11/26/2005,731,472,88,TEAM
7.46042E+14,11/26/2005,746,415,29,TEAM
5.05032E+12,12/1/2005,5,503,67,NEUTRAL
3.6601E+14,12/2/2005,366,96,13,TEAM
1.10066E+14,12/3/2005,110,657,14,TEAM
2.57037E+14,12/3/2005,257,365,38,NEUTRAL
3.67016E+14,12/3/2005,367,164,25,TEAM
4.19023E+14,12/3/2005,419,231,31,TEAM
6.26028E+14,12/3/2005,626,277,39,TEAM
7.03016E+14,12/3/2005,703,157,128,NEUTRAL
7.19013E+14,12/3/2005,719,128,32,TEAM
7.26073E+14,12/3/2005,726,725,109,NEUTRAL
7.42023E+14,12/3/2005,742,234,28,NEUTRAL
7.68065E+14,12/3/2005,768,651,35,TEAM
6.64003E+14,12/20/2005,664,30,56,NEUTRAL
7.0907E+14,12/21/2005,709,704,3,NEUTRAL
7.70107E+13,12/22/2005,77,107,89,NEUTRAL
1.56073E+14,12/22/2005,156,726,16,NEUTRAL
3.28029E+14,12/23/2005,328,288,125,NEUTRAL
4.66013E+14,12/24/2005,466,128,39,NEUTRAL
4.04001E+14,12/26/2005,404,5,67,NEUTRAL
2.80587E+13,12/27/2005,28,587,9,NEUTRAL
1.47016E+14,12/27/2005,147,157,32,NEUTRAL
6.60067E+13,12/28/2005,66,67,42,NEUTRAL
4.18046E+14,12/28/2005,418,463,130,NEUTRAL
2.55073E+14,12/29/2005,255,732,17,NEUTRAL
5.29052E+14,12/29/2005,529,522,16,NEUTRAL
4.15037E+14,12/30/2005,415,365,38,NEUTRAL
4.28075E+14,12/30/2005,428,746,118,NEUTRAL
5.09011E+14,12/30/2005,509,110,124,NEUTRAL
6.48043E+14,12/30/2005,648,434,60,NEUTRAL
9.60719E+13,12/31/2005,96,719,115,NEUTRAL
6.51049E+14,12/31/2005,651,490,79,NEUTRAL
6.98031E+14,12/31/2005,698,311,128,NEUTRAL
3.12024E+14,1/2/2006,312,235,35,NEUTRAL
3.67074E+14,1/2/2006,367,742,28,NEUTRAL
5.18051E+14,1/2/2006,518,513,10,NEUTRAL
7.00001E+14,1/2/2006,700,8,121,NEUTRAL
7.68026E+14,1/2/2006,768,257,38,NEUTRAL
7.96004E+14,1/2/2006,796,37,32,NEUTRAL
5.39023E+14,1/3/2006,539,234,30,NEUTRAL
7.03066E+14,1/4/2006,703,657,15,NEUTRAL
